Title,country_clean
Pen Tray,United States of America
Thermometer,United States of America
Letter Scale,United States of America
Plate,United States of America
Letter Opener,United States of America
Inkwell and Tray,United States of America
Ash Tray,United States of America
Inkwell,United States of America
Plaque,United States of America
Plaque,United States of America
Plate,United States of America
Vase,United States of America
Embroidered curtain,United States of America
Badge of George Washington,Switzerland
Purse,United States of America
Lace Fragment,United States of America
Bedhanging,United States of America
Bedhanging,United States of America
"Bed hanging, blue-resist textile",United States of America
"Bed hanging, blue-resist textile",United States of America
Curtain,Portugal
Bed Rug,United States of America
Bed rug,United States of America
Bell Pull,France
Bonnet,United States of America
Bookmark,United States of America
Border,United States of America
Carpet,United States of America
Embroidered Carpet,United States of America
Needlepoint carpet,United Kingdom
Hooked Rug,United States of America
Carpet,Canada
Woven Carpet,Scotland
Woven carpet piece,United Kingdom
Woven Carpet,United States of America
Window,United States of America
Chair Seat,United States of America
Chair Seat,United States of America
Frame,United States of America
Chair seat,United Kingdom
Chair Back and Seat,United States of America
Collar,Paraguay
Patchwork quilt,United States of America
Coverlet,United States of America
Coverlet,United States of America
Coverlet,United States of America
Wholecloth stenciled coverlet,United States of America
"Coverlet, Four Snowballs pattern with Pine-tree border",United States of America
Coverlet,United States of America
Coverlet,United States of America
Embroidered coverlet (Colcha),Mexico
Enbroidered bed curtain,United States of America
Phebe Warner Coverlet,United States of America
Embroidered coverlet,United States of America
Embroidered coverlet,United States of America
Embroidered blanket,United States of America
Embroidered blanket,United States of America
Embroidered coverlet,United States of America
Embroidered bed hangings,United States of America
Headcloth,United States of America
"Counterpane, Bolton type",United Kingdom
"Quilt, Marseilles type",United Kingdom
"Counterpane, Bolton type",United Kingdom
"Counterpane, Bolton type",United States of America
Embroidered whitework coverlet,United States of America
Embroidered whitework coverlet,United States of America
Embroidered and stuffed whitework quilt,United Kingdom
"Counterpane, Bolton type",United Kingdom
Embroidered whitework coverlet,United States of America
"Quilt, Marsailles type",United States of America
Embroidered whitework coverlet,United States of America
"Counterpane, Bolton type",United Kingdom
Embroidered whitework coverlet,United States of America
Wholecloth coverlet,United States of America
"Coverlet, Lilies of France pattern with Eagle and Liberty borders",United States of America
Plaid coverlet,United States of America
Coverlet,United States of America
Coverlet,United States of America
"Coverlet, Agriculture & Manufactures pattern",United States of America
Coverlet,United States of America
Coverlet,United States of America
Coverlet,United States of America
Coverlet,United States of America
Coverlet,United States of America
"Coverlet, Virginia Beauty pattern with Pine-tree border",United States of America
Coverlet,United States of America
"Quilt Top, Crazy pattern",United States of America
Crib or Doll Coverlet,United States of America
"Crib Quilt, Alice in Wonderland patterned",United States of America
"Crib Quilt, Mill Wheel pattern",United States of America
Curtain,United States of America
Valance,United States of America
Valance,United States of America
Valance,United States of America
Curtain,United States of America
Curtain,United States of America
Embroidered bed curtain,United Kingdom
Curtain,United States of America
Curtain,United Kingdom
Water-lily curtain,United States of America
Curtain,France
Curtain,France
Curtain,United States of America
Curtain,France
"Doll Quilt, Chimney Sweep pattern",United States of America
Valance,France
Handkerchief,United States of America
Flag,United States of America
Floorcoverings,United States of America
Printed Piece,United States of America
Fringe,France
Fringe,United States of America
Gimp,United States of America
Gloves,United States of America
Show Towel,United States of America
Handkerchief,United Kingdom
Handkerchief,United States of America
Handkerchief,United Kingdom
Handkerchief,United Kingdom
Handkerchief,United States of America
Handkerchief,United States of America
Hat,United States of America
Coat of Arms,United States of America
Embroidered Arms of the family of Huntington Strong,United States of America
Handkerchief,United States of America
Piece,France
Piece,France
Length,United States of America
Length,United States of America
Woven length,France
Woven length,Spain
Memorial to Salome and Moses Brown,United States of America
Embroidered Picture,United States of America
Neckerchief,United States of America
Embroidered Picture,United States of America
Petticoat,United States of America
Embroidered panel,United States of America
Panel,United Kingdom
Woven portiere,United States of America
Panel of George Washington,France
Woven Panel,United States of America
Fragment,United States of America
Shepherd and Shepherdess,United States of America
Embroidered Picture,United States of America
Hunting Scene,United States of America
The Shepherdess of the Alps,United States of America
Memorial to Metcalf and Samuel Bowler,United States of America
Shepherd and Children,United States of America
Embroidered Picture,United States of America
Mourning Picture,United States of America
The Indian Princess,United States of America
Memorial Picture,United States of America
Shepherd and Shepherdess,United States of America
Embroidered Picture,United States of America
Embroidered and Painted Picture,United States of America
Hector Taking Leave of His Family,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
The Shepherd’s Grove,United States of America
Embroidered Picture,United States of America
Jacquard-woven Picture,United States of America
Jacquard-woven Picture,United States of America
Memorial painting,United States of America
Piece,United States of America
Piece,United States of America
Printed Piece: The Apotheosis of Franklin,United Kingdom
Piece,United Kingdom
Piece,United Kingdom
Piece,United States of America
Piece,United States of America
Piece,United States of America
Piece,United States of America
Piece,United Kingdom
Piece,United Kingdom
Piece,United States of America
Piece,United States of America
Printed Piece,United States of America
Piece,United Kingdom
"Valance, blue-resist textile",United States of America
"Partial curtain, blue-resist textile",United States of America
"Piece, blue-resist textile",United States of America
"Curtain panel, blue-resist textile",United States of America
Printed Piece,United States of America
Piece,France
Woven Piece,United Kingdom
Woven carpet piece,United States of America
Piece,Spain
Woven piece,Spain
Piece,China
Piece,China
Piece,China
Piece,United States of America
Piece,France
Piece,France
Curtain,United States of America
Woven Piece,United States of America
Woven Piece,United States of America
Woven carpet piece,United States of America
Woven Carpet Piece,United States of America
Woven carpet piece,United States of America
Woven Piece,United States of America
Printed Piece,United Kingdom
Piece,United Kingdom
Printed Piece,United States of America
Piece,United Kingdom
Piece,Spain
Pillow Slip,United States of America
Irises panel,United States of America
Purse,United States of America
Wholecloth quilt,United States of America
"Quilt, wholecloth calamanco",United States of America
Mariner's Compass Quilt,United States of America
Wholecloth coverlet,United Kingdom
Wholecloth whitework quilt,United States of America
Wholecloth calamanco quilt,United States of America
Wholecloth quilt,United Kingdom
"Quilt, Wholecloth calamanco",United States of America
Wholecloth calamanco quilt,United States of America
Wholecloth whitework quilt,United States of America
Wholecloth quilt,United States of America
"Quilt, Prairie Flower Pattern",United States of America
"Quilt, floral pattern",United States of America
"Quilt, Album pattern",United States of America
"Quilt, Pineapple pattern",United States of America
Chintz appliquéd quilt,United States of America
Chintz appliqued quilt,United States of America
Chintz appliqued quilt,United States of America
"Quilt, Rose of Sharon pattern",United States of America
Chintz appliquéd quilt,United States of America
"Quilt, Presentation pattern",United States of America
"Quilt, Oak Leaf pattern",United States of America
"Quilt, Album pattern",United States of America
Honeycomb Quilt,United States of America
"Quilt, Hexagon or mosaic pattern",United States of America
"Quilt, Star of Bethlehem pattern variation",United States of America
"Quilt, Flying Geese pattern",United States of America
Quilt (or decorative throw). Hexagon or Mosaic pattern,United States of America
"Quilt, Crazy pattern",United States of America
"Quilt, Star of Bethlehem pattern variation",United States of America
"Quilt, Double X pattern",United States of America
"Quilt, Strip pattern",United States of America
"Quilt, Basket pattern",United States of America
"Quilt, Log Cabin pattern, Pineapple or Windmill",United States of America
Star of Bethlehem Quilt,United States of America
"Quilt, Sunshine and Shadow pattern",United States of America
"Quilt, Center Square and Bars pattern",United States of America
"Quilt, Diamond in the Square pattern",United States of America
"Quilt, Log Cabin pattern, Barn Raising variation",United States of America
"Quilt, Log Cabin pattern, Light and Dark variation",United States of America
"Quilt, Bars pattern",United States of America
"Quilt, Hearts and Gizzards pattern variation",United States of America
Star of Bethlehem Quilt,United States of America
"Quilt, Broken Dishes pattern",United States of America
"Quilt, Eagle pattern",United States of America
"Quilt, Crazy pattern",United States of America
"Quilt, Log Cabin pattern, Straight Furrow variation",United States of America
"Quilt, Star of Lemoyne pattern variation",United States of America
"Quilt (or decorative throw), Roman Stripes pattern",United States of America
"Quilt, Hexagon or Honeycomb pattern",United States of America
"Quilt, Nine Patch pattern variation",United States of America
Star of Lemoyne Quilt,United States of America
"Quilt (or decorative throw), Crazy pattern",United States of America
"Quilt, Fan pattern",United States of America
"Quilt, Pinwheel or Fly pattern",United States of America
"Quilt, Contained Crazy pattern",United States of America
"Quilt, Star of Bethlehem",United States of America
Wild Goose Chase Quilt,United States of America
Log Cabin Crib Quilt,United States of America
Nine Patch Quilt,United States of America
"Quilt, Fruit Baskets pattern",United States of America
Ribbon,United States of America
Ribbon,United States of America
Appliqued Rug,United States of America
Rug,United States of America
Embroidered Rug,United States of America
Embroidered Rug,United States of America
Hooked Rug,United States of America
Hooked Rug,United States of America
Hooked Rug,United States of America
Hooked Rug,United States of America
Hooked Rug,United States of America
Hooked Rug,United States of America
Hooked Rug,United States of America
Hooked Rug,United States of America
Hooked Rug,United States of America
Hooked Rug,United States of America
Hooked Rug,United States of America
Hooked Rug,United States of America
Hooked Rug,United States of America
Hooked Rug,United States of America
Hooked Rug,Canada
Knotted Rug,Iran
Knotted Rug,Russia
Knotted Rug,Iran
Knotted Rug,Iran
Knotted Rug,Iran
Knotted Rug,Iran
Knotted Rug,Turkey
Knotted Rug,Turkey
Knotted Rug,India
Knotted Rug,Iran
Knotted Rug,Turkey
Needlepoint Rug,United States of America
Knitted rug,United States of America
Rug,United Kingdom
Woven carpet,France
"Carpet from the ""Fintona"" Design Range",Ireland
Woven Rug,France
Lace Sample,United States of America
Lace Sample,United States of America
Lace Sample,United States of America
Lace Sample,United States of America
Lace Sample,United States of America
Lace Sample,United States of America
Lace Sample,United States of America
Lace Sample,United States of America
Lace Sample,United States of America
Lace Sample,United States of America
Lace Sample,United States of America
Lace Sample,United States of America
Poet's-narcissus textile,United States of America
Ivy textile,United States of America
Trumpet-vine textile,United States of America
Nets-and-bubbles textile,United States of America
Nets-and-bubbles textile,United States of America
Apple-blossom textile,United States of America
Water-lily textile,United States of America
Water-lily textile,United States of America
Clematis textile,United States of America
Water-lily textile,United States of America
Water-lily textile,United States of America
Daffodil textile,United States of America
Sample,United States of America
Sample,United States of America
Sample,United States of America
Sample,United States of America
Sample,United States of America
Sample,United States of America
Sample,United States of America
Woven sample,United Kingdom
Thistle textile,United States of America
Bees-and-honeycomb textile,United States of America
Pinecones-and-needles textile,United States of America
Pomegranate textile,United States of America
Pomegranate textile,United States of America
Changeable-color textile,United States of America
Sample,United States of America
Ribbed metallic textile,United States of America
Copper metallic textile,United States of America
Water-pattern textile,United States of America
Bell-pattern textile,United States of America
Sample,United States of America
Woven water-lily sample,United States of America
Apple-blossom textile,United States of America
Apple-blossom textile,United States of America
Clematis textile,United States of America
Clematis textile,United States of America
Woven sample,United States of America
Curtain,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered sampler,United States of America
Embroidered Sampler,United States of America
Amish sampler with lettering and motifs,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered sampler,United States of America
Embroidered sampler,United States of America
Embroidered sampler,United States of America
Darning sampler,United States of America
Embroidered sampler,United States of America
Embroidered sampler,United Kingdom
Embroidered sampler,United States of America
Embroidered sampler,United States of America
Embroidered sampler,United States of America
Sampler made at the Moorestown Friends School,United States of America
Embroidered sampler,United States of America
Embroidered sampler,United States of America
Embroidered sampler,United States of America
Embroidered sampler,United States of America
Embroidered sampler,United States of America
Embroidered sampler,United States of America
Embroidered sampler,United States of America
Embroidered sampler,United States of America
Embroidered Map Sampler,United States of America
Embroidered sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler,United States of America
Embroidered Sampler: Starr Coat of Arms,United States of America
Embroidered Sampler,United States of America
Curtain,United States of America
Sample,United States of America
Homespun sheet,United States of America
Napkin,Germany
Sheet,United States of America
Woven sheet,United States of America
Drawnwork Show Towel,United States of America
Embroidered Show Towel,United States of America
Embroidered Show Towel,United States of America
Embroidered Show Towel,United States of America
Embroidered Show Towel,United States of America
Embroidered Show Towel,United States of America
Embroidered Show Towel,United States of America
Embroidered Show Towel,United States of America
Show Towel,United States of America
Show Towel,United States of America
Show Towel,United States of America
Show Towel,United States of America
Tablecover,United States of America
Quilted Tablecover,United States of America
Dressing Table Cover Quilt,France
Quilted tablecover,United States of America
Embroidered Tablecover,United States of America
Quilted Tablecover,United States of America
Woven Tablecover,France
Woven Tablecover,United Kingdom
Tablecover,United States of America
Tablecover,United States of America
Embroidered Table Scarf,United States of America
Listing tape,United States of America
Listing tape,United States of America
Listing tape,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tapestry,United States of America
Tea Cozy,United States of America
Piece,France
Towel,United States of America
Towel,United States of America
Valance,United States of America
Valance,United Kingdom
Valance,United States of America
Valance,United States of America
Valance,United States of America
Curtain,United States of America
Curtain,United States of America
Valance,United States of America
"Valance, blue-resist textile",United States of America
Veil Fragment,United States of America
Woven Wall Hanging,United States of America
Coverlet,United States of America
Coverlet,United States of America
Coverlet,United States of America
Sample book,United States of America
"Quilt, Strip pattern",United States of America
"Quilt, Birds in Air pattern",United States of America
"Quilt, Flying Geese pattern",United States of America
"Crib Quilt, Album pattern",United States of America
Governor George Clinton,France
Tile,United States of America
Bust of a Young Child,United States of America
Squirrel Bottle,United States of America
Candlestick,United States of America
Candlestick,United States of America
Sugar Bowl,United States of America
Kazak rug,Russia
Pitcher,United States of America
Pole End,United States of America
Pole End,United States of America
Pole End,United States of America
Pole End,United States of America
Pole End,United States of America
Pole End,United States of America
Pole End,United States of America
Pole End,United States of America
Pole End,United States of America
Pole End,United States of America
Covered Jar,United States of America
Cream Pitcher,United States of America
Plate,United States of America
Marmalade Jar,United States of America
Cream Pitcher,United States of America
Dessert Dish,United States of America
Vase,United States of America
Wine Glass,United States of America
Water Goblet,United States of America
Cream Pitcher,United States of America
Dessert Dish,United States of America
Pepper Shaker,United States of America
Salt Dish,United States of America
Covered Sugar Bowl,United States of America
Library Table,United States of America
Salt,United States of America
Salt,United States of America
Covered Toy Tureen,United States of America
Sugar Bowl,United States of America
Compote,United States of America
Tree of life pitcher,United States of America
Sugar Bowl,United States of America
Cream Pitcher,United States of America
Stand,United States of America
Framed Print,United States of America
Framed Print,United States of America
Framed Print,United States of America
An Emblem of America,United States of America
Chest,United States of America
Étagère,United States of America
Clock,United States of America
Candlestick,United States of America
Plate,United States of America
Andiron,United States of America
Vase,United States of America
Vase,United States of America
Sample books,United States of America
Armchair,United States of America
Scales,United States of America
"Length, Design 104, Printed Silk and Fortisan Casement",United States of America
Plate,United States of America
Vase,United States of America
Tile,United States of America
Linen Press,United States of America
"Panel from Western Methodist Book Concern Building, Chicago",United States of America
"Panel from Western Methodist Book Concern Building, Chicago",United States of America
"Panel from Western Methodist Book Concern Building, Chicago",United States of America
"Panel from Western Methodist Book Concern Building, Chicago",United States of America
Vase,United States of America
Plaque,United States of America
Crocus pot,United States of America
Vase,United States of America
Vase,United States of America
Vase,France
Vase,United States of America
"Counterpane, Bolton type",United States of America
Teapot,United States of America
Teapot,United States of America
Covered Potpourri Jar,United States of America
Plate,United States of America
Cup and Saucer,United States of America
Plate,United States of America
Plate,United States of America
Plate,United States of America
Chocolate pot,United States of America
Pitcher,United States of America
Chocolate Pot,United States of America
Pitcher,United States of America
Plate,United States of America
Plate,United States of America
Wall Pocket,United Kingdom
Wall Pocket,United Kingdom
Wall Pocket,United Kingdom
Screen,United States of America
Portrait of a Gentleman,United States of America
Printed piece,United Kingdom
"Suggestion for window, Mr. C. H. McCormick",United States of America
Chair,United States of America
Tankard,United States of America
Side chair,United States of America
Armchair,United States of America
Desk,United States of America
Andiron,United States of America
Andiron,United States of America
Shovel,United States of America
Poker,United States of America
Stained Glass Window,United States of America
Stained Glass Window,United States of America
Stained Glass Window,United States of America
Stained Glass Window,United States of America
Farm Landscape (from McGuire Scrapbook),United Kingdom
"Horse, Fort Stanton, New Mexico",United States of America
Child in a Landscape (from McGuire Scrapbook),United Kingdom
Village Landscape (from McGuire Scrapbook),United Kingdom
Study of a Boy (from McGuire Scrapbook),United Kingdom
Wallpaper,United States of America
Wallpaper,United States of America
Wallpaper,United States of America
Wallpaper,United States of America
Wallpaper,United States of America
Wallpaper,United States of America
Wallpaper,United States of America
Candle Shade,United Kingdom
Settee,United States of America
Jar,United States of America
Teapot,United States of America
Cream Pitcher,United States of America
Trivet,United States of America
Mug,United States of America
Pitcher,United States of America
Vase,United States of America
Vase,United States of America
Vase,United States of America
Vase,United States of America
Tazza,United States of America
Chalice,United States of America
Biscuit jar,United States of America
Vase,United States of America
"Quilt, Crazy pattern",United States of America
Dower Chest Latch,United States of America
Underplate,China
Vase,United States of America
Bowl,United States of America
Bust of John Locke,United States of America
Label,United States of America
Label,United States of America
Label,United States of America
Chair,United States of America
Gilbert Stuart,United States of America
Major General William H. Harrison,United States of America
Benjamin Franklin,United States of America
Benjamin Franklin,United States of America
"Major General Andrew Jackson and the Battle of New Orleans, January 8, 1815",United States of America
George Washington,United States of America
President Lincoln's Inauguration Medal,United States of America
Major General William H. Harrison,United States of America
Washington and Franklin,United States of America
"David Hosack, Physician and Scientist",United States of America
Box,United States of America
Clock,United States of America
Plate,United States of America
Tongs,United States of America
Coat of Arms,United States of America
Tabouret,United States of America
Shovel,United States of America
Andiron,United States of America
Tile,United States of America
Plateau,United States of America
Curtain,United States of America
Coverlet,United States of America
Centerpiece,United Kingdom
Bowl and Stand,United States of America
Stained Glass Window,United States of America
Stained Glass Window,United States of America
Stained Glass Window,United States of America
Stained Glass Window,United States of America
Slat-back Armchair,United States of America
Wholecloth whitework quilt,United States of America
Covered potpourri vase,United States of America
Sample,United States of America
"Sample, Design 510, Texture",United States of America
"Sample, Design 514, Textured Damask",United States of America
Corner Chair,United States of America
Side Chair,United States of America
Armchair,United States of America
Stove Plate,United States of America
Woven portiere,United States of America
Lace Fragment,United States of America
Piece,United Kingdom
Piece,United Kingdom
Piece,United Kingdom
Piece,United Kingdom
Piece,United Kingdom
Samples,United States of America
Sample,United States of America
Sample,United States of America
Side Chair,United States of America
Cabinet,United States of America
Screen,United States of America
Grille [Prototype for Ceiling Grille for Pierpont Morgan Library Annex],United States of America
Looking Glass,United States of America
Printed Piece,United Kingdom
Curtain,United States of America
Woven piece,United Kingdom
Curtain,United States of America
Curtain,United States of America
Curtain,United States of America
Curtain,United States of America
Curtain,United States of America
Curtain,United States of America
Curtain,United States of America
Curtain,United States of America
Printed piece,United Kingdom
Woven Carpet,United States of America
Woven sample,United States of America
Side chair,United States of America
Side Chair,United States of America
Decanter,United States of America
Pitcher,United States of America
Chair,United States of America
Side Chair,United States of America
"Piece, Design 105, Printed Linen",United States of America
Embroidered Show Towel,United States of America
Tile,United States of America
Thomas Dillard,Italy
Mrs. Thomas Dillard (Matilda Kuhl),Italy
Benjamin Franklin,France
Benjamin Franklin,France
Benjamin Franklin,France
Officer in a Red Coat,Ireland
Portrait of a Gentleman,Ireland
Portrait of a Gentleman,United Kingdom
Abraham Bickley,France
Portrait of a Boy,United States of America
Portrait of a Gentleman,Germany
Portrait of a Girl,United States of America
Joined armchair,United States of America
Reception Chair,United States of America
Sofa,United States of America
Armchair,United States of America
Armchair,United States of America
Dinner Plate,France
Dinner Plate,France
Side Chair,United States of America
Dogwood,United States of America
Vase,United States of America
Window,United States of America
Card table,United States of America
Card Table,United States of America
Armchair,United States of America
Henry Clay,United States of America
"Quilt, Tumbling Blocks with Signatures pattern",United States of America
Covered tureen,France
Platter,France
Sauceboat,France
Sauceboat,France
Soup Plate,France
Soup Plate,France
Soup Plate,France
Soup Plate,France
Soup Plate,France
Soup Plate,France
Dinner Plate,France
Dinner Plate,France
Dinner Plate,France
Dinner Plate,France
Dinner Plate,France
Dinner Plate,France
Coverlet,United States of America
Century Vase,United States of America
Stove Plate,United States of America
Ewer,United States of America
Sofa,United States of America
Pier Table,United States of America
Portiere,United States of America
Frederick Gore King,United States of America
"The Town Hall, North Easton, Massachusetts",United States of America
Dressing Glass,United States of America
Side Chair,United States of America
Compote,United States of America
Vase,United States of America
Vase,United States of America
Armchair,United States of America
Footed Dish,United States of America
Side Chair,United States of America
Plaque,United States of America
Pitcher,United States of America
Pitcher,United States of America
Spindle-back chair,United States of America
Bowl,United States of America
Vase,United States of America
Frame,United States of America
Armchair,United States of America
Dish,United States of America
Side Chair,United States of America
Vase,United States of America
Tankard,Czechia
Plate,United States of America
Tulips panel,United States of America
Theorem painting,United States of America
Side Chair,United States of America
Vase,United States of America
Vase,United States of America
Pedestal,United States of America
Wallpaper,United Kingdom
Washington Allston,United States of America
Gilbert Stuart,United States of America
John Trumbull,United States of America
"Quilt, calamanco",United States of America
Printed velvet,United States of America
Vase,United States of America
Tall Clock,United States of America
Chess Set,China
Sampler with apocalyptic verse,United States of America
"Suggestion for window in Residence of Mr. L.D. Towle, Boston, Mass",United States of America
Study for Poppy Shade,United States of America
Suggestion for Lamp for Miss H. W. Perkins by the Tiffany Studios,United States of America
Design for carp window,United States of America
"Tablecover: ""Crazy""",United States of America
Star of Bethlehem Quilt,United States of America
"Quilt, Spiderweb pattern",United States of America
Tulip Quilt,United States of America
Cup,United States of America
Pitcher,United States of America
Beaker,United States of America
Beaker,United States of America
Pedestal,United States of America
Lantern,United States of America
Tall Clock,United States of America
Nutmeg Grater,United States of America
Caster,United States of America
Caster,United States of America
Porringer,United States of America
Beaker,United States of America
Tea Spoon,United States of America
Tea Spoon,United States of America
Tea Spoon,United States of America
Tea Spoon,United States of America
Tea Spoon,United States of America
Marrow Spoon,United States of America
Toddy Spoon,United States of America
Fragment,France
Embroidered coverlet,United Kingdom
"Sketch of fireset for third-floor silk room (H.O. Havemeyer house, 1 East 66th Street, New York, NY)",United States of America
Aesthetic room interior with window and fireplace,United States of America
Design for geometric window,United States of America
Design for a filigree spandrel,United States of America
"Design for mosaic mantel facing in residence of Mrs. Louis G. Kaufman, Short Hills, NJ",United States of America
"Suggestion for mosaic mantel facing / Mr. G. E. Hardy, Englewood, New Jersey",United States of America
Portiere,United States of America
"Design for Lyceum Theatre, New York",United States of America
"Design for Buffalo Theater, Buffalo, New York",United States of America
Design for Henry Field Memorial Gallery at the Art Institute of Chicago,United States of America
"Suggestion for Decoration of Hershey Community Theater, Hershey, PA",United States of America
"Design for ceiling of Hershey Theater, Hershey, Pennsylvania",United States of America
"Suggestion for Fixtures and Ceiling Decoration for Hershey Community Theater, Hershey, Pennsylvania",United States of America
Design for bronze double doors,United States of America
"Design of  Altar Rail for St. Paul's Church, Troy, New York",United States of America
"Design for Chancel wall for First Reformed Church, Albany, NY",United States of America
Design for Baptismal font,United States of America
Design for baptismal font,United States of America
"Design for the altar wall from Saint John's Reformed Church, Allentown, Pennsylvania",United States of America
"Suggestion for Decorations, St. John's Reformed Church, Allentown Pa.",United States of America
"Design for chancel of Christ Church, Bedford Avenue, Brooklyn, New York",United States of America
Design for a marble baptismal font,United States of America
Design for marble pulpit,United States of America
Design for vestment,United States of America
"Cartoon for window, Saint Anselm, St. John's Chapel Episcopal Divinity School, Cambridge, Massachusetts",United States of America
"Cartoon for window, Wycliffe, St. John's Chapel Episcopal Divinity School, Cambridge, Massachusetts",United States of America
"Design for beatitude window in presentation portfolio for Arlington Street Church, Boston, Massachusetts",United States of America
Suggestion for Marble & Mosaic Floor,United States of America
Suggestion for Window,United States of America
"Design for  window, Mr. J.C. Williams, All Saints Chapel, Atlanta, GA,",United States of America
Design for church interior with Noli Me Tangere window,United States of America
Design for a window,United States of America
River of Life landscape window design,United States of America
"Design for medallion window for the American College of Surgeons, Chicago, IL",United States of America
"Design for window for Sarah Cochran, Linden Hall, Dawson, Pennsylvania",United States of America
Design for mosaic birdbath,United States of America
Suggestion for Lunette,United States of America
Design for brooch or necklace,United States of America
Design for peacock feather,United States of America
Candlestick,United States of America
Drawing for hanging dome shade,United States of America
Drawing for hanging dome shade,United States of America
Drawing for two dragonfly shades,United States of America
"Working drawing for ""Fruit"" shade",United States of America
Design for jeweled lamp shade,United States of America
Design for floral lamp,United States of America
Cartoon for lampshade,United States of America
"Suggestion for 38"" Hanging Shade/ Laburnum Design/ Marshall Field and Co.",United States of America
"Cartoon for 16"" tulip shade",United States of America
Table Lamp,United States of America
Vase,United States of America
Letter Scale,United States of America
Armchair,United States of America
Pitcher,United States of America
Tall Clock,United States of America
Cabinet,United States of America
Vase,United States of America
Hearth Brush,United Kingdom
Mantel,Italy
Mantel,Italy
Memorial Portrait of Catharine Schultz (1789-1832),United States of America
Vase,France
Door and key in original door frame,United States of America
Embroidered sampler,United States of America
Cameo,United States of America
Sand Shaker,Mexico
Schumacher's Taliesin Line of Decorative Fabrics and Wallpapers Designed by Frank Lloyd Wright,United States of America
Embroidered coverlet,United States of America
Wholecloth quilt,United Kingdom
Easel and Portfolio Stand,United States of America
Portrait of Mrs. Crofts,United States of America
Armchair,United States of America
Armchair,United States of America
Vase,United States of America
Length of Atlantic Cable,United States of America
Plate,United States of America
Plate,United States of America
Pitcher,United States of America
Compote,United States of America
Embroidered quilt,United States of America
Looking Glass,United States of America
Vase,France
Side Chair,United States of America
Tall Clock,United States of America
Salver,United States of America
The Bathers,United States of America
Embroidered sampler,United States of America
Vase,United States of America
Vase,United States of America
Marrow Scoop,United States of America
Design for skylight window,United States of America
"The Annunciation, “Suggestion for Window”",United States of America
Prayer of the Good Shepherd,United States of America
Four Seasons,United States of America
Adoration of the Magi,United States of America
Angel Appearing to Three Marys at the Tomb,United States of America
Design for fireplace objects,United States of America
Design for marble and glass mosaic font,United States of America
"Suggestion for Window, “I Am the Resurrection and the Life”",United States of America
"Design for two windows, ""Te Deum Laudamus""",United States of America
Design for desk items,United States of America
Design for a chancel rail,United States of America
Design for single light window,United States of America
Working drawing for a lampshade,United States of America
Argand Lamp,United States of America
Locket,United States of America
Pendant,United States of America
Ring,United Kingdom
Ring,United Kingdom
Brooch,United States of America
Brooch,United States of America
Ring,United States of America
Medal,United States of America
Medal,United States of America
Medal,United States of America
Medal,United States of America
Masonic Medal,United States of America
Medal,United States of America
Medal,France
Medal,United States of America
Buckle,United States of America
Pin,United States of America
Signet Ring,United States of America
Ring,United States of America
Locket,United States of America
Brooch,United States of America
Brooch,United States of America
Brooch,United States of America
Cross and Chain Pendant,United States of America
Cameo Brooch,United States of America
Pin,Italy
Belt Buckle,United States of America
Medal,United States of America
Pair of Earrings with Snap-on Covers,United States of America
Pin,United States of America
Pin,United States of America
Pin,United States of America
Brooch,United States of America
Pendant,United States of America
Pendant,United States of America
Double Ring,United States of America
Bracelet,United States of America
Brooch,United States of America
Bracelet,United States of America
Brooch,United States of America
Hair Comb,United States of America
Chatelaine,United States of America
Brooch,United States of America
Belt Buckle,United States of America
Bracelet,United States of America
Pin,United States of America
Watch Pin,United States of America
Brooch,United States of America
Clasp,United States of America
Fob,United States of America
Campeche Chair,United States of America
Armchair,United States of America
Armchair,United States of America
Pier Looking Glass,United States of America
Footed Dish,United States of America
Box with Cover,United States of America
Cream Pitcher,United States of America
Coffeepot,United States of America
Anotomaical Description of the Hand and the Wrist,United States of America
Side Chair,United States of America
Table,United States of America
Secretary Desk,United States of America
Needlework picture,United States of America
Sampler,United States of America
Tilt-top Tea Table,United States of America
