Title,country_clean
Model headrest of princess Ahmose-Tumerisi,Egypt
Upper Part of a Door Panel,Egypt
Sphinx of Thutmose III,Egypt
Statue of Thutmose III,Egypt
Amenhotep III in the Blue Crown,Egypt
Standing figure of Amenhotep III,Egypt
"Colossal Statue of  Amenhotep III, reworked, reinscribed by Merneptah",Egypt
"Colossal Seated Statue of Amenhotep III, reworked, reinscribed by Merneptah",Egypt
The Head of a Cow Goddess,Egypt
Relief Trial Piece with the Head of the King,Egypt
Statue of the Goddess Sakhmet,Egypt
Statue of the Goddess Sakhmet,Egypt
Statue of the Goddess Sakhmet,Egypt
Statue of the Goddess Sakhmet,Egypt
Statue of the Goddess Sakhmet,Egypt
Kohl Jar Inscribed for Hatshepsut as God's Wife,Egypt
Statuette of Huwebenef,Egypt
Shabti of Amenhotep III,Egypt
Shabti of Amenhotep III,Egypt
Shabti of Amenhotep III,Egypt
Carved Plaque,Egypt
Carved Plaque,Egypt
Carved Plaque from a Bracelet,Egypt
"Sphinx of Amenhotep III, possibly from a Model of a Temple",Egypt
Votive stela with figures of Goddesses Taweret and Mut of  Isheru,Egypt
Throw Stick,Egypt
Blue-Painted Ibex Amphora from Malqata,Egypt
Ceiling painting from the palace of Amenhotep III,Egypt
Bench Side-Panel Depicting a Calf in the Marshes,Egypt
Bench End-Panel from a shelf support in the Palace of Amenhotep III-Fruit Stand,Egypt
Ceiling Fragment Depicting Pigeons in Flight,Egypt
Ceiling Fragment depicting Ducks,Egypt
Blue-painted Jar from Malqata,Egypt
Neck of a Wide-Mouthed Hathor Jar,Egypt
Menat necklace from Malqata,Egypt
Hieratic Jar Label,Egypt
Bracelet Fragment with the Throne Name of Amenhotep III,Egypt
Kohl Tube Inscribed for Amenhotep III and Princess Sitamun,Egypt
Relief Image of Queen Tiye,Egypt
Fragment of a Queen's Face,Egypt
Shabti of Yuya,Egypt
Shabti of Thutmose IV,Egypt
Shabti Box of Yuya,Egypt
Painter's Palette Inscribed with the Name of Amenhotep III,Egypt
Mechanical Dog,Egypt
Scarab Commemorating the Construction of an Artificial Lake,Egypt
Statuette of a Scribe,Egypt
Head of a Man,Egypt
Head of a woman from a spoon,Egypt
Statuette of the Lady Tiye,Egypt
Razor,Egypt
Burial chamber of Sobekmose,Egypt
"Trial piece of Akhenaten, on the reverse a horse's head",Egypt
Head of Akhenaten,Egypt
Amenhotep III with nemes headdress,Egypt
Unguent Vase of Queen Kiya,Egypt
"Facsimile Painting of Geese, Tomb of Nefermaat and Itet",Egypt
Facsimile painting from the temple of Mentuhotep II,Egypt
Facsimile of the painting at the head end of the sarcophagus of Aashyt,Egypt
Facsimile of the painting on the inside of the foot end of the sarcophagus of Aashyt,Egypt
Facsimile of the painting on the inner front side of the sarcophagus of Aashyt,Egypt
Facsimile of the painting on the inner back side of the sarcophagus of Aashyt,Egypt
Facsimile of the paintings on the south wall of the burial crypt in the tomb of Khety,Egypt
Facsimile of the paintings on the east wall of the burial crypt in the tomb of Khety,Egypt
Facsimile of the paintings on the north wall of the burial crypt in the tomb of Khety,Egypt
Facsimile of the paintings on the west wall of the burial crypt in the tomb of Khety,Egypt
"Women Preparing Food, Tomb of Djari",Egypt
"Laden Donkeys and Ploughing, Tomb of Djar",Egypt
"Detail of a Griffin, Tomb of Khety",Egypt
Part of a Kiosk,Egypt
Priestesses and Dancers,Egypt
"Detail of a Desert Animal, Tomb of Khnumhotep",Egypt
"Detail of a Wild Feline, Tomb of Khnumhotep",Egypt
Leaders of the Aamu of Shu,Egypt
"Detail of a Fish, Tomb of Khnumhotep",Egypt
"Netting Birds, Tomb of Khnumhotep",Egypt
"Detail of a Ram, Tomb of Khnumhotep",Egypt
"Detail of a Bird, Tomb of Khnumhotep",Egypt
"Man Transporting a Hedgehog and a Hare, Tomb of Khnumhotep",Egypt
Ceiling Decoration,Egypt
"Reaping Grain, Tomb of Tjay",Egypt
"Ceiling Decoration, Tomb of Tjay",Egypt
"Hunting Scene, Tomb of Ineni",Egypt
"House with Storerooms, Tomb of Ineni",Egypt
"The Goddess Nekhbet, Temple of Hatshepsut",Egypt
Facsimile of a falcon protecting the king,Egypt
Thutmose I and His Mother Seniseneb,Egypt
"Fragmentary Scene of Foreigners, Tomb of Senenmut",Egypt
Painted Restoration of the Hathor-Head Frieze in the Tomb of Senenmut,Egypt
"Ceiling Patterns from the Palace of Amenhotep III, Malqata",Egypt
"Two Fragments of Ceiling Patterns, Tomb of Senenmut",Egypt
Astronomical Ceiling,Egypt
"Ibex, Tomb of Amenhotep",Egypt
Facsimile: Scene of Fish Preparation and Net Making,Egypt
"Dog Named Ebony Under Owner's Chair, Tomb of Duaerneheh",Egypt
Facsimile of a painting in the tomb of Nebamun: dog seated beneath Its owner's chair,Egypt
"Offerings, Tomb of Nebamun",Egypt
"Man Before a False Door, Tomb of Nebamun",Egypt
"Storage of Wine and Beer, Tomb of Nebamun",Egypt
"Detail from a Hunting Scene Including a Hyena, Tomb of Intef",Egypt
"Fragments of Two Hyenas, Tomb of Intef",Egypt
"Fragments of a Hunting Scene, Tomb of Intef",Egypt
"Fragment of a Hunting Scene, Tomb of Intef",Egypt
"Facsimile Painting of a Foreigner, Tomb of Intef",Egypt
"Ceiling Fragment , Tomb of Intef",Egypt
Facsimile painting from the temple of Thutmose III,Egypt
"Palm Trees in a Garden, Tomb of Puyemre",Egypt
Man with a Bow Case and Quiver,Egypt
Hippopotamus Head,Egypt
Nesting Birds,Egypt
Water Plants,Egypt
Water Fowl,Egypt
"Face of Seniseneb, Tomb of Puyemre",Egypt
Geese and Ducks,Egypt
Two Ducks,Egypt
Men Preparing Fish,Egypt
Men Gathering Papyrus,Egypt
Men Splitting Papyrus,Egypt
Face of Puyemre,Egypt
Asians Bringing Gifts from the East,Egypt
Fragment of an Obelisk,Egypt
"Four Foreign Rulers, Tomb of Puyemre",Egypt
"Decorated Doorway to North Chapel, Tomb of Puyemre",Egypt
Decoration of a Vaulted Ceiling,Egypt
"Hippopotamus in a Marsh Scene, Tomb of Amenehhat",Egypt
"Foreigners, Tomb of Menkheperraseneb",Egypt
"Funeral Ritual in a Garden, Tomb of Minnakht",Egypt
"Delegation of Foreigners, Tomb of User",Egypt
"False Door, Tomb of Mentuherkhepeshef",Egypt
Facsimile painting of Mentuherkhepeshef,Egypt
Fascimile painting from the tomb of Mentuherkhepeshef,Egypt
"Men from Punt Carrying Gifts, Tomb of Rekhmire",Egypt
Aegean Islanders in the Tomb of Rekhmire,Egypt
"Cretans Bringing Gifts of Metal and Jewelry, Tomb of Rekhmire",Egypt
"Cretans Bringing Gifts, Tomb of Rekhmire",Egypt
"Cretans Bringing Gifts, Tomb of Rekhmire",Egypt
"Gifts from the Keftiu, Tomb of Rekhmire",Egypt
"Hounds from Nubia, Tomb of Rekhmire",Egypt
"Nubians with a Giraffe and a Monkey, Tomb of Rekhmire",Egypt
Facsimile painting from the tomb of Rekhmire,Egypt
"Syrians Bringing an Elephant and a Bear, Tomb of Rekhmire",Egypt
"Syrians Bringing Horses, Tomb of Rekhmire",Egypt
"Syrians Bringing an Ingot and a Chariot, tomb of Rekhmire",Egypt
"Syrians Bringing Vessels and Weapons, Tomb of Rekhmire",Egypt
"Gifts from Western Asia, Tomb of Rekhmire",Egypt
"Pounding Meal, Tomb of Rekhmire",Egypt
"Sifting Meal, Tomb of Rekhmire",Egypt
"Preparing Dough, Tomb of Rekhmire",Egypt
"Cooking Cakes with Fat, Tomb of Rekhmire",Egypt
"Preparing and Cooking Cakes, Tomb of Rekhmire",Egypt
"Man Carrying Loaves, Tomb of Rekhmire",Egypt
"Gathering Honey, Tomb of Rekhmire",Egypt
"Wine and Papyrus for the Treasuries of Amun, Tomb of Rekhmire",Egypt
"Provisions Stored in the Temple, Tomb of Rekhmire",Egypt
"Provisions from Nubia Stored in the Temple, Tomb of Rekhmire",Egypt
"Stringing and Drilling Beads, Tomb of Rekhmire",Egypt
"Drilling a Stone Vase, Tomb of Rekhmire",Egypt
"Man Making Leather Rope, Tomb of Rekhmire",Egypt
"Making Leather Rope, Tomb of Rekhmire",Egypt
"Leather Workers, Tomb of Rekhmire",Egypt
"Leather Working, Tomb of Rekhmire",Egypt
"Leather Working, Tomb of Rekhmire",Egypt
"Sandal Maker, Tomb of Rekhmire",Egypt
"Sandal Maker, Tomb of Rekhmire",Egypt
"Carpenters at Work, Tomb of Rekhmire",Egypt
"Carpenter Making a Chair, Tomb of Rekhmire",Egypt
"Sawing a Plank, Tomb of Rekhmire",Egypt
"Trimming Wood with an Adze, Tomb of Rekhmire",Egypt
"Carpenter with Tools, Tomb of Rekhmire",Egypt
"Gesso Preparation and Application, Tomb of Rekhmire",Egypt
"Scene of Metal Workers, Tomb of Rekhmire",Egypt
"Casting Metal, Tomb of Rekhmire",Egypt
"Metal Working, Tomb of Rekhmire",Egypt
"Brickmakers Getting Water from a Pool, Tomb of Rekhmire",Egypt
"Brickmakers, Tomb of Rekhmire",Egypt
"Ramp Building Scene, Tomb of Rekhmire",Egypt
"Moving a Stone Block, Tomb of Rekhmire",Egypt
"Stone Cutters Measuring a Block, Tomb of Rekhmire",Egypt
"Stone Masons Sqaring a Block, Tomb of Rekhmire",Egypt
"Sculptors at Work, Tomb of Rekhmire",Egypt
"Sculptors at Work, Tomb of Rekhmire",Egypt
"Offering Bearers in a Funerary Procession, Tomb of Rekhmire",Egypt
"Rekhmire and Mother Receiving Offerings, Tomb of Rekhmire",Egypt
Scarab Inscribed with a Grazing Antelope,Egypt
Scarab,Egypt
Scarab with a Crocodile Headed Figure Holding a Flower,Canaa
Scarab Inscribed with an Image of the God Re-Harakhty,Egypt
Scarab with a Solar/Lunar Deity (?) Protected by Two Animal Headed Figures,Egypt
Cylinder seal with falcon headed figure,Cyprus
Canaanite Scarab with Two Men and a Lion,Canaa
Canaanite Scarab Showing a Prostrate Man under Two Cobras and a Scarab (Emblems of a Ruler),Egypt
Scarab depicting a kneeling man (?),Egypt
Scarab Ring of Ruiu,Egypt
Canaanite Scarab with a Roaring Lion,Canaa
Canaanite Scarab with a Lion over a Crocodile,Canaa
Scarab,Egypt
Scarab,Egypt
Relief Depicting the Nurse Tia,Egypt
Royal hand,Egypt
Torso of Akhenaten,Egypt
Torso of Nefertiti from a dyad holding a stela in front of the bodies,Egypt
Relief Depicting the Purification of Queen Kiya (?),Egypt
Finger Ring depicting King Akhenaten and Queen Nefertiti as Shu and Tefnut,Egypt
Pair of Clappers,Egypt
Head of a Nubian Man (Sculptor's Trial Piece?),Egypt
Royal Barge at its Mooring,Egypt
Statue of two men and a boy that served as a domestic icon,Egypt
Funerary Figure of Akhenaten,Egypt
Head from a statuette,Egypt
Funerary Figure of Akhenaten,Egypt
"Terminal, possibly for a scepter",Egypt
Canopic Jar (with lid 30.8.54),Egypt
Canopic Jar (07.226.1) with a Lid Depicting a Queen (30.8.54),Egypt
Head of Tutankhamun,Egypt
Head of the god Amun,Egypt
Haremhab as a Scribe of the King,Egypt
"Face from a Composite Statue, probably Queen Tiye",Egypt
Writing Palette and Brushes of Princess Meketaten,Egypt
"Amarna letter: Royal Letter from Ashur-uballit, the king of Assyria, to the king of Egypt",Egypt
Amarna letter: Royal Letter from Abi-milku of Tyre to the king of Egypt,Egypt
Relief with chariots,Egypt
Bowl Decorated with Marsh Scenes,Egypt
Sculptor's trial piece,Egypt
Shabti of Sennedjem,Egypt
Cosmetic Box from the tomb of Sennedjem,Egypt
Jar from the tomb of Sennedjem,Egypt
Shabti box of Paramnekhu,Egypt
Outer Coffin of Khonsu,Egypt
Inner coffin of Khonsu,Egypt
String of beads with Heh amulet,Egypt
Canopic Chest of Khonsu,Egypt
Mummy Mask of Khonsu,Egypt
Nose and lips of Akhenaten,Egypt
Canopic Jar,Egypt
Thimble,Egypt
Sickle Insert,Egypt
Ostracon With a Royal Head,Egypt
Ostracon with a figure of the god Iunmutef,Egypt
Ostracon Depicting Ramesses IX attributed to the chief draftsman Amenhotep,Egypt
Shabti of Siptah,Egypt
Doorjamb from a Temple of Ramesses II,Egypt
Window grill from a palace of Ramesses III,Egypt
Block from a Relief Depicting a Battle,Egypt
Dish for holding flax,Egypt
Outer coffin of Amenemopet,Egypt
Inner coffin of Amenemopet,Egypt
Plaque,Egypt
Plaque,Egypt
Half-Circle Plaque,Egypt
Foundation Deposit Plaque,Egypt
Foundation Deposit Plaque,Egypt
Plaque,Egypt
Plaque,Egypt
"Foundation Deposit Plaque, cartouche shaped",Egypt
Plaque,Egypt
Foundation Deposit Plaque,Egypt
Foundation Deposit Plaque,Egypt
Foundation Deposit Plaque,Egypt
Marriage Contract,Egypt
"Fragment, feldspar (1 with 92 unaccessioned; dish)",Egypt
"Fragment, red jasper (1 with 31 unaccessioned; dish)",Egypt
Yuny and His Wife Renenutet,Egypt
Kneeling Statue of Yuny,Egypt
"Isis and Wepwawet, god of Asyut, with the name of Siese, Overseer of the Two Granaries of Ramesses II",Egypt
Artist's Sketch of a Horse,Egypt
Ostracon with fighting bulls,Egypt
Charioteer's Whip of Itamun,Egypt
Hairpin Comb,Egypt
Signet ring,Egypt
Statue of a scribe with a baboon,Egypt
Bead with openwork design,Egypt
Metal Fittings probably for an extra-sepulchral funerary figure,Egypt
Neck from a vessel depicting the goddess Hathor flanked by felines,Egypt
Head of King Seti II Wearing the Blue Crown,Egypt
Decorated spoon,Egypt
Child god (Harpokrates?) amulet,Egypt
Relief of a Female Deity's Head,Egypt
Tile from Side of Platform of Dais,Egypt
Tile from Dadoes of Platforms or Stairways to Daises,Egypt
Tile from Dadoes of Platforms or Stairways to Daises,Egypt
Tiles from the railing of a throne dais of Ramesses II,Egypt
Lion Subduing a Prince of Kush,Egypt
Tile with water flowers in a canal,Egypt
Tile with section of a pool from the palace of Ramesses II,Egypt
Shabti of Seti I,Egypt
Tile with the names of Ramesses III,Egypt
Statue of Seti I,Egypt
Unfinished Stela of Amennakht of Deir el-Medina,Egypt
"Cornflower Filagree bead, see 30.8.66",Egypt
Cornflower Filagree bead,Egypt
Necklace in Gold Filagree of Queen Tausret,Egypt
Shabti box of Nakhtamun,Egypt
Shabti of Tjebure,Egypt
Pectoral of Mutnefret,Egypt
Funerary Papyrus of the Steward Sethnakht,Egypt
Canopic jar of Neni,Egypt
Gameboard and Gaming Pieces,Egypt
Votive stela of Userhat,Egypt
Canopic jar of Djehuty,Egypt
Weight Weighing Six Deben,Egypt
Relief with Head of King Ahmose Wearing the Red Crown,Egypt
Head of Amun,Egypt
Water Bottle from Tutankhamun's Embalming Cache,Egypt
Floral collar from Tutankhamun's Embalming Cache,Egypt
Rishi coffin,Egypt
Fragment of a Doorjamb from the Tomb of Djehutynefer,Egypt
Reclining female figure on a bed,Egypt
Canopic Jar of Teti,Egypt
Donkey with packs on its back,Egypt
Rishi coffin of the Lady Rini,Egypt
Headdrest,Egypt
Model vase,Egypt
Model vase,Egypt
Stela of Senu,Egypt
Folding stool,Egypt
Canopic jar of Tetinakht: Duamutef,Egypt
Stela of Amenhotep Adoring the Rising and Setting Sun,Egypt
Viscera Figure of Duamutef,Egypt
Viscera Figure of Imsety,Egypt
Stool with woven seat,Egypt
Architectural Drawing of a Garden,Egypt
Table,Egypt
Shen amulet of Reniseneb,Egypt
Female figure,Egypt
Stone Jug,Egypt
Basin,Egypt
SItula-shaped Jar,Egypt
"Cup, metal, handle",Egypt
Gaming pieces,Egypt
Head of a Female Figurine,Egypt
Upper Half of a Female Figurine,Egypt
Statue of Roy Chanting the Solar Hymn Written on His Stela,Egypt
Ax head with design of deity Heh or Shu,Egypt
Ax head with monkey figure,Egypt
Ax head inscribed for Khumeh with two baboons and a papyrus column,Egypt
Ax head with cynocephalus,Egypt
Ax head with two bulls,Egypt
Cowroid Naming Queen Ahmose Nefertari,Egypt
Scarab inscribed with name of Antef,Egypt
Dagger,Egypt
Jug Decorated with Dolphins and Birds,Egypt
Sphinx of Amenhotep II,Egypt
Funerary Mask of a Woman,Egypt
Votive Bowl,Egypt
Arm Panel From a Ceremonial Chair of Thutmose IV,Egypt
Fragmentary Glass Perfume Vase,Egypt
Amphora-shaped perfume bottle,Egypt
Kohl Tube for Holding Eye Cosmetics,Egypt
Cup from the Tomb of Thutmose IV,Egypt
Hes Vase,Egypt
Libation Vessel (Heset Vase) Stopper,Egypt
Hes Vase,Egypt
Libation Vessel (Nemset Jar),Egypt
Bud of a Water Lily,Egypt
Model of Papyrus Roll,Egypt
Model of Papyrus Roll,Egypt
Model of Papyrus Roll from the Tomb of Thutmose IV,Egypt
Fragment of a Model Throw Stick for Ritual Fowling,Egypt
Ceremonial Implement in the Shape of an Ankh,Egypt
Shabti of Thutmose IV,Egypt
Model Palette of a Scribe,Egypt
Basket,Egypt
Basket,Egypt
Basketry tray,Egypt
Container in the Shape of a Duck,Egypt
Letter written in hieratic script on papyrus,Egypt
Canopic Jar Lid,Egypt
The Female Pharaoh Hatshepsut,Egypt
Comb,Egypt
Kohl tube,Egypt
Kohl Tube Holder in the Form of a Papyrus Column,Egypt
Whip Handle in the Shape of a Horse,Egypt
Fragment of wall painting from the Tomb of Sebekhotep,Egypt
Small Flask with Flower Decoration,Egypt
Footed cup,Egypt
Small Child in a Sling,Egypt
Wide-necked jar and lid naming Thutmose III,Egypt
Lotiform chalice,Egypt
Drinking Cup,Egypt
Spindle Bottle with Handle,Egypt
Bottle in the Form of a Pomegranate,Egypt
Inlays and Shrine Elements,Egypt
Statuette of the Goddess Taweret,Egypt
Floral plaque,Egypt
Mirror,Egypt
Jar in the Form of a Woman Playing a Lyre,Egypt
Fragment of a shrine,Egypt
Jug in the shape of a woman's head,Egypt
Mirror with Two Falcons on the Handle,Egypt
Head from the Statuette of a King,Egypt
Lid of Coffin,Egypt
Sculptor's Trial Piece showing Upper Part of a Figure with Uraeus,Egypt
Statuette of Amun,Egypt
Shabti of Bener,Egypt
Shabti of Seniu,Egypt
"Fragmentary offering list with mention of unguents and incense; meat, bread, wine; and beer, fowl and desserts. The queen's name is at the lower left.",Egypt
Fragmenary statuette of kneeling King Shabaqo,Egypt
Donation Stela of Shabaqo,Egypt
Donation Stela of Shebitqo,Egypt
Menat of Taharqo: the King Being Nursed by the Lion-Headed Goddess Bastet,Egypt
Shabti of Taharqo,Egypt
"Fragment of a Royal Head, Probably Apries",Egypt
Head of king Amasis from a sphinx,Egypt
Kneeling statuette of King Amasis,Egypt
God Horus Protecting King Nectanebo II,Egypt
Nectanebo II Offers to Osiris Hemag,Egypt
Chariots with Court Ladies,Egypt
Galloping Horses,Egypt
Heads of Two Nubians,Egypt
Heads of Two Horses and a Charioteer,Egypt
Scene of Fishing and Fowling,Egypt
Shabti of Paenrenut,Egypt
Wall painting with  a standing woman,Egypt
Shabti of Djedkhonsuefankh,Egypt
Uninscribed shabti from the tomb of Nespekashuty(?),Egypt
Ointment storage jar,Egypt
Fragment of a decorated New Year's flask unusually intended for ointment,Egypt
Necklace,Egypt
Bowl,Egypt
Falcon Figurine,Egypt
Situla,Egypt
Decorated chalice,Egypt
Rosette attachment,Egypt
Scribe statuette,Egypt
Cippus (magical stela),Egypt
Cosmetic Container in the Form of a Bes-image,Egypt
Falcon-headed crocodile amulet,Egypt
Crocodile amulet,Egypt
Fragment From Decorated Bowl,Egypt
Fragmentary inscribed bowl,Egypt
Statuette of Wepwawet,Egypt
Body of a sphinx,Egypt
Vessel,Egypt
Globular vessel with lid,Egypt
Ointment vessel with lid,Egypt
Fragment of a sculptured statue base depicting an Asiatic prisoner,Egypt
Figure of Isis-Aphrodite,Egypt
Relief fragment with sandalled feet,Egypt
Relief fragment with Nubian soldiers,Egypt
Relief fragment with a male figure,Egypt
Relief faragment with Nubians,Egypt
Relief fragment with a temple enclosure wall,Egypt
Relief fragment with a temple courtyard,Egypt
Relief fragment with palace storerooms,Egypt
Relief with a fruit bowl,Egypt
Relief with a head of a deity,Egypt
Relief fragment with a figure of a goddess,Egypt
Relief fragment with royal titles,Egypt
Relief fragment with royal titles,Egypt
Relief with the rays of the Aten and Head of Akhenaten,Egypt
Relief with the rays of Aten,Egypt
Relief with the Aten disk,Egypt
Relief with the cartouches of Aten,Egypt
Relief with cartouches of Aten,Egypt
Relief with cartouches of Aten,Egypt
Relief with royal titulature,Egypt
Relief with royal figures,Egypt
Relief with the torso of the queen,Egypt
Relief with a royal figure,Egypt
Relief with a royal foot,Egypt
Relief with royal titulature,Egypt
Relief with a royal figure,Egypt
Fragment with royal feet,Egypt
Relief with royal names,Egypt
Relief with a princess's head,Egypt
Relief with a male figure,Egypt
Relief with three courtiers,Egypt
Relief with two heads,Egypt
Relief with head and foot,Egypt
Relief of a courtier,Egypt
Relief with courtier and architectural border,Egypt
Relief with courtiers,Egypt
Relief with official and footrest (?),Egypt
Relief with two laborers,Egypt
Relief with two running soldiers,Egypt
Relief with three soldiers,Egypt
Relief with men following an official,Egypt
Relief with royal person and courtiers,Egypt
Relief with foreign soldiers,Egypt
Relief with temple scene,Egypt
Relief with officials before a temple,Egypt
Relief with offerings and bowing officials,Egypt
Relief with two temple courts with offerings,Egypt
Relief with palace rooms,Egypt
Relief with architecture and head,Egypt
Relief with man sweeping,Egypt
Relief with a bedroom and storerooms,Egypt
Relief with two stands,Egypt
Relief with laden stand,Egypt
Relief with necklaces on stands,Egypt
Relief with offerings for the Aten,Egypt
Relief with offerings,Egypt
Relief with offerings and royal arm,Egypt
Relief of kiosk interior,Egypt
Relief with official and horses,Egypt
Relief with an official and two bulls,Egypt
Relief with floral wall decoration,Egypt
Relief with floral wall decoration,Egypt
Relief with floral wall decoration,Egypt
Relief with floral and fructal wall decoration,Egypt
Relief with a temple scene,Egypt
Relief with floral and fructal wall decoration,Egypt
Relief with titles of Akhenaten,Egypt
Relief with man carrying papyrus bundle,Egypt
Relief with dancer's feet and women in jubilation,Egypt
Relief with Akhenaten's cartouche,Egypt
"Relief with cartouches of Akhenaten, the Aten and Kiya",Egypt
Relief with Aten rays terminating in hands,Egypt
Relief with three courtiers,Egypt
Relief with torso of a guard,Egypt
Relief with two heads and a stick,Egypt
Relief with two foreigners,Egypt
Relief with palace rooms,Egypt
Relief with courtyards,Egypt
Relief with offering stands,Egypt
Relief with jars on stands,Egypt
Relief with temple interior and head,Egypt
Relief with oxen,Egypt
Relief horses' legs,Egypt
Relief with horses' hooves and attendant's feet,Egypt
Relief with lady-in-waiting,Egypt
Relief with royal foot,Egypt
Relief with a stooped workman,Egypt
Relief with attendant holding an offering table,Egypt
Relief with royal male wearing gold of honor,Egypt
Relief with fans and name of Merytaten,Egypt
Relief with fan sticks and official's head,Egypt
Relief with people setting down braziers,Egypt
Relief with jars on stands,Egypt
Relief with temple altars and architecture,Egypt
Relief with pet gazelle (?),Egypt
Relief with two officials,Egypt
Relief with temple doorway and columns,Egypt
Relief with feet of royal person and princess,Egypt
Relief with ship and campfire,Egypt
Relief with a construction scene,Egypt
Relief with foreign musicians,Egypt
Relief with trumpeter,Egypt
Relief with three men on a ramp,Egypt
Relief with charioteer,Egypt
Relief with man carrying a joint of meat,Egypt
Relief with musicians,Egypt
Duck's head with tenon attachment,Egypt
Kushite Pharaoh,Egypt
Diadem with attached rams' heads,Egypt
Relief with a bird,Egypt
"Head of Akhenaten Wearing the Blue Crown, traces of a hieroglyph behind the neck",Egypt
Poppies and Cornflowers,Egypt
Fragments of a vase in the form of a woman holding a basket,Egypt
Statuette of Imenytirry in long kilt,Egypt
Statuette of Senbi in long kilt,Egypt
Family group,Egypt
Grinder,Egypt
Weight,Egypt
Model of an offering table,Egypt
Statuette of a man,Egypt
Scarab Decorated with Scrolls,Egypt
Jug,Egypt
Tell el-Yahudiya type juglet,Egypt
Figurine of a jerboa,Egypt
Bead with three scarabs,Egypt
Scaraboid,Egypt
Pendants from girdle,Egypt
Pendants from girdle,Egypt
String of beads,Egypt
Scarab,Egypt
Shell,Egypt
Shell,Egypt
Shell,Egypt
Shell,Egypt
Shell,Egypt
Offering table,Egypt
Shell,Egypt
Shell,Egypt
Shell,Egypt
Shell,Egypt
Shell,Egypt
Shell,Egypt
Shell,Egypt
Shell,Egypt
Shell,Egypt
Shell,Egypt
Ball bead necklace,Egypt
Scarab of an Official,Egypt
Kohl pot,Egypt
Broad collar,Egypt
Broad collar,Egypt
Broad collar,Egypt
Anklet from mummy of Satsebek,Egypt
Anklet from mummy of Satsebek,Egypt
Bracelet from mummy of Satsebek,Egypt
Bracelet from mummy of Satsebek,Egypt
Anklet,Egypt
Anklet,Egypt
Anklet,Egypt
Anklet,Egypt
Bracelet,Egypt
Bracelet,Egypt
Anklet,Egypt
Anklet,Egypt
Ball bead necklace,Egypt
Sweret bead,Egypt
Scarab,Egypt
Scarab  of an Official,Egypt
Round pendant,Egypt
Scarab Inscribed with Nefer in Scroll Border,Egypt
Necklace with pendants,Egypt
Necklace with carnelian barrel bead,Egypt
String of Wedjat Amulets,Egypt
"Part of ""Opening of the Mouth"" peseshkef amulet",Egypt
Ornament,Egypt
Amulet with ankhs,Egypt
Knife,Egypt
Figure of a dwarf,Egypt
Kohl pot with lid,Egypt
Kohl pot,Egypt
Hair ring,Egypt
Hand amulet,Egypt
Upper Part of a Statue,Egypt
Head of a male statue,Egypt
Head from a Large Statue of a Priest or Dignitary,Egypt
Statuette of a Late Middle Kingdom Queen,Egypt
Fragment of a quiver (?),Egypt
Statuette of Wah,Egypt
Writing board of an apprentice scribe,Egypt
"Palette inscribed for Smendes (II), High Priest of Amun",Egypt
"Nebamun Supervising Estate Activities, Tomb of Nebamun",Egypt
Account Ostracon,Egypt
Funerary Mask of Estate Manager Wah,Egypt
Sweret Bead,Egypt
Necklace of Wah,Egypt
Scarab of Wah,Egypt
Scarab and Bead Bracelet,Egypt
Necklace of Gold Ball Beads,Egypt
Necklace of Graduated Ball Beads,Egypt
Coffin of Wah,Egypt
Marsh-Bowl,Egypt
Circular Basket with Conical Lid,Egypt
Jewelry box,Egypt
Razor Belonging to Hatnefer,Egypt
Mirror,Egypt
Pair of sandals from the Burial of Amenhotep,Egypt
Pair of sandals,Egypt
Large Oval Storage Basket,Egypt
Dish,Egypt
Dish,Egypt
Dish,Egypt
"Userhat and Wife Receiving Offerings, Tomb of Userhat",Egypt
Gable-topped Linen Chest,Egypt
Shirt,Egypt
Length of Very Sheer Linen Cloth,Egypt
"Sheet with linen mark, coarse spin, medium weave",Egypt
"Purifying and Mourning the Dead, Tomb of Nebamun and Ipuky",Egypt
Sealed Amphora Containing Oil,Egypt
Ring of Hatnefer,Egypt
Ring of Hatnefer,Egypt
Scarab of Hatnefer,Egypt
Scarab of Hatnefer,Egypt
Heart Scarab of Hatnefer,Egypt
Funerary mask of Hatnefer,Egypt
Artist's Scaled Drawing of Hieroglyphs,Egypt
Shabti of Mesu,Egypt
Sa Amulet,Egypt
Bracelet of Hepy,Egypt
Girdle of Hepy,Egypt
Necklace with shell pendants of Senebtisi,Egypt
Lion Bracelet of Sithathoryunet,Egypt
Shell-shaped Pendant,Egypt
Scarab with a Floral Motif,Egypt
Uninscribed Scarab,Egypt
Uninscribed Scarab,Egypt
"Wadjet-eye Stamp Seal inscribed ""Maatkare, Beloved of Amun""",Egypt
"Scarab Inscribed ""Hatshepsut, United with Amun""",Egypt
Scarab with Lion-headed Goddess Protecting Maatkare,Egypt
Hinged Cuff Bracelet,Egypt
Fish Bead,Egypt
Mirror with Handle in the Form of a Hathor Emblem,Egypt
Heart Scarab of Neferkhawet,Egypt
Situla with floral decoration,Egypt
Decorated Jug with Feline-Head Handle naming Atumemtaneb,Egypt
Strainer,Egypt
Conical Boss from a Bowl,Egypt
Tweezer-Razor,Egypt
Hieratic ostracon,Egypt
Scarab,Egypt
Bracelet of Wah,Egypt
Hedgehog Amulet on a String,Egypt
Ostracon,Egypt
Scarab with Hieroglyphs and Hathor Sistrum,Egypt
